STT,Thời gian,Ngày tháng,ÁP LỰC 1,TỔNG LƯU LƯỢNG 1,Tiêu thụ,LƯU LƯỢNG TỨC THỜI 1
259,19:00:00,11/01/2024 7:00:00 CH,,168063.4,8.2,8.2
260,20:00:00,11/01/2024 8:00:00 CH,,168071.4,8,8.6
261,21:00:00,11/01/2024 9:00:00 CH,,168078,6.6,6.4
262,22:00:00,11/01/2024 10:00:00 CH,,168084.4,6.4,6.1
263,23:00:00,11/01/2024 11:00:00 CH,,168088.3,3.9,3.8
264,0:00:00,12/01/2024 12:00:00 SA,,168090.8,2.5,2.7
265,1:00:00,12/01/2024 1:00:00 SA,,168092.1,1.3,1.4
266,2:00:00,12/01/2024 2:00:00 SA,,168093.3,1.2,1
267,3:00:00,12/01/2024 3:00:00 SA,,168094.4,1.1,1
268,4:00:00,12/01/2024 4:00:00 SA,,168095.7,1.3,1.1
269,5:00:00,12/01/2024 5:00:00 SA,,168097.3,1.6,1.4
270,6:00:00,12/01/2024 6:00:00 SA,,168100.8,3.5,3.2
271,7:00:00,12/01/2024 7:00:00 SA,,168107,6.2,5.3
272,8:00:00,12/01/2024 8:00:00 SA,,168111,4,3.8
273,9:00:00,12/01/2024 9:00:00 SA,,168115.1,4.1,4
274,10:00:00,12/01/2024 10:00:00 SA,,168120.4,5.3,5.2
275,11:00:00,12/01/2024 11:00:00 SA,,168125.1,4.7,4.8
276,12:00:00,12/01/2024 12:00:00 CH,,168130.3,5.2,5.3
277,13:00:00,12/01/2024 1:00:00 CH,,168134.8,4.5,4.1
278,14:00:00,12/01/2024 2:00:00 CH,,168138.5,3.7,3.7
279,15:00:00,12/01/2024 3:00:00 CH,,168143.3,4.8,4.9
280,16:00:00,12/01/2024 4:00:00 CH,,168146.7,3.4,3.4
281,17:00:00,12/01/2024 5:00:00 CH,,168151.1,4.4,4.5
282,18:00:00,12/01/2024 6:00:00 CH,,168159.5,8.4,7.7
283,19:00:00,12/01/2024 7:00:00 CH,,168169.3,9.8,9.7
284,20:00:00,12/01/2024 8:00:00 CH,,168176.7,7.4,7.8
